"","nationality","tags","score","content","content_detail"
"11","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°The staff, pool and room ¡±","<U+B198>Club lounge food wasn't that great <U+B200>The staff, pool and room Stayed in January 2018"
"12","Hong Kong","<U+2022> Leisure trip<U+2022> Group<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 12 nights<U+2022> Submitted via mobile","10","¡°Lovely stay and must come again¡±","<U+B198>Nothing<U+B200>Very nice roomGreat locationCourteous and friendly staffStayed in January 2018"
"13","Hong Kong","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 12 nights<U+2022> Submitted via mobile","10","¡°Always a delight staying in one of the Premier Club rooms on 7/F¡±","<U+B198>Nothing<U+B200>Loved the pool and gymConvenient free parking Friendly, courteous and helpful ConciergeStayed in January 2018"
"14","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°15% excluded costs and twin not guaranteed ¡±","<U+B198>There are 15% of excluded charges on the rooms and we feel booking.com does not make this clear enough before final booking confirmation. Also we booked a room that you could choose as being twin or double but apparently the choice you make is of no consequence as it depends what is available at check-in. This caused a huge problem for us as we were travelling with elderly parents who required a twin room (hence selected) but were told on check-in that this wasn't possible. The staff member was not very helpful or sympathetic but finally agreed to put an extra bed in the room making it very squashed. My mother in law was not happy so made a fuss until they finally found her a twin room. Why accept a booking you can't fulfil?? Wasn't impressed how this was handled.<U+B200>The rooms were fairly spacious and the beds very comfy. Within 5 mins walk of 2 metro stations. Lovely pool and gym with steam room. Though pool very cold. Great food in the restaurant but watch out for the excluded costs and being charged 6.50 $ for tea you didn't ask for!!Stayed in January 2018"
"15","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights","8.3","¡°A pleasant, spacious, well maintained and clean hotel...¡±","<U+B200>A pleasant, spacious, well maintained and clean hotel without being overtly ""luxurious"". Staff very attentive and courteous. Good facilities (including gym and pool-side). A little out of the way but not a deal breaker due to proximity to the local station and efficiency of Singapore's MRT train network.Stayed in December 2017"
"16","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Fantatic staff throughout the property from breakfast room...¡±","<U+B198>We had no disppontments whatsoever on property it actually met all our expectations plus more.<U+B200>Fantatic staff throughout the property from breakfast room,front deskStayed in January 2018"
"17","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°Staff made this visit a 10 out of 10!¡±","<U+B200>Staff made this visit a 10 out of 10! Extremely polite and helpful. Hotel in its self is immaculately clean and has a nice modern feel to it. Swimming pool is a good size with beautiful views of Singapore! Walking distance to nearby amenities.Stayed in December 2017"
"18","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 5 nights","9.2","¡°Loved it - the staff were helpful - service was exceptional,  location -was  close city and airport¡±","<U+B198>bathroom and carpet are old and need updating, the mini bar fridge  was an issue does not cool water enough. the buffet was just ordinary - same every day and not enough variety<U+B200>Room was very clean, spacious and comfortable, easy walk to Suntec City , happening street of Haji Lane and Bugis. Staff were friendly and helpfulStayed in January 2018"
"19","Singapore","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Newly refurbished so everything was new and clean!¡±","<U+B200>Newly refurbished so everything was new and clean!Stayed in January 2018"
"20","Singapore","<U+2022> Family with young children<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Food very good, , but no halal¡±","<U+B198>Very good staff<U+B200>Near the shopping areaStayed in January 2018"
"21","Indonesia","<U+2022> Family with young children<U+2022> Superior Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Overall we like to stay at Park royal at the beach road ¡±","<U+B198>Out of the window,  we see only the buildings<U+B200>Clean and near to our meals store Stayed in December 2017"
"22","United Kingdom","<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","9.6","¡°Fantastic room, great breakfast, huge pool.¡±","<U+B198>Tacky Christmas music on repeat and way too loud in the breakfast room. Very irritating. Not everyone likes to have Christmas music blasted in the morning. Also, please be aware that they are refurbishing the hotel, so it's noisy between 9:30am until about 17:00. Not good if you are jetlagged.<U+B200>Fantastic room, great breakfast, huge pool. We were allowed to check in early and were able to use the pool until well after check-out timeStayed in December 2017"
"23","Sri Lanka","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","5.0","¡°Other than the staff at reception everyone else and the facilities was good.¡±","<U+B198>The flexibility of the staff at reception. We requested for a late check out with payment and we're refused....and the hotel was not fully booked at the time. Not considerate at all. especially when travelling with family<U+B200>The locationStayed in December 2017"
"24","Germany","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Amazing hotel with everything you need.¡±","<U+B200>Amazing hotel with everything you need. The breakfast was huge and the swimmingpool and the spa are great.Stayed in December 2017"
"25","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Room<U+2022> Stayed 2 nights","7.9","¡°Great location, affordable price, friendly staff and definitely will come back again.¡±","<U+B198>The renovation is ongoing and the room next door is disturbing my baby afternoon nap. The hotel guarantee the lowest noise but still it is hard to comfort my baby to sleep. Main door access is a challenge if you have stroller or baggage. The hotel staff is friendly but it is inconvenienced.<U+B200>Great location and easy access to many shopping and restaurants. The hotel is near to Bugis and Arab street and also a walking distance to Suntec City. There are ample of parking spaces and very convenient for me and my family.Stayed in December 2017"
"26","USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Room<U+2022> Stayed 2 nights","10","¡°Lovely staff!¡±","<U+B200>Lovely staff!Stayed in December 2017"
"27","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°Parking area¡±","<U+B198>The bed too high<U+B200>Parking areaStayed in December 2017"
"28","France","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","10","¡°Perfect, if I ever come back to Singapore I would book this hotel again¡±","<U+B200>Room very clean and confortable. staff extremely kind and helpful - a special mention for Allen and Lynn at the Orchid lounge who were fantastic. Even after check out we were allowed acces to the pool, lounge and offered somewhere to change.Stayed in December 2017"
"29","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 3 nights","10","¡°Good value for orchid club roms¡±","<U+B200>Super comfy beds! Great location! Great breakfast spread and hotel amenitiesStayed in December 2017"
"30","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°I will be back¡±","<U+B198>The hot water shower seem not able to maintain the correct temperature; Hotel undergoing some renovation works with knocking sounds from upstairs but somehow we were not disturbed by it.<U+B200>On-site parking with complementary coupon from the concierge; newly fitted room with huge comfortable bed.Stayed in December 2017"
"31","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 1 night","7.1","¡°excellent¡±","<U+B198>NA<U+B200>NAStayed in December 2017"
"32","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Comfortable Clean Crisp Cozy¡±","<U+B198>Air-con was a bit temperamental.  Haha. Not really cold.<U+B200>The staffs were great, friendly and accommodating especially Soo who checked us in. The bed was comfy n clean.  Housekeeping was efficient.Stayed in December 2017"
"33","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°Property was clean and staff were polite¡±","<U+B198>Price very expensive for meals<U+B200>Property was clean and staff were politeStayed in December 2017"
"34","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Brilliant¡±","<U+B198>The food . Not great quality, overpriced.<U+B200>The swimming poolStayed in December 2017"
"35","USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Room<U+2022> Stayed 1 night","10","¡°Great rest for a weary sailor.¡±","<U+B198>Broken minifridge. :(<U+B200>The room I was given was great, the only thing that was a downer was that the minifridge didn't work so my drinks that I purchased at the 7-11 a short walk away weren't cold when I returned to my room.  The hotel sits right outside of the Muslim quarter with a massive Mosque theTextile Market.  The Bugis mall was about a .5mile walk to and from the hotel so it was great to save money on transportation by walking back and forth and there were lots of sales once arriving at the mall.  The pool was great, it was slightly chilly, but when the humidity and heat of the climate starts to increase it feels great.  The bar on the ground level was nice and there was a dance competition to Latin music.  I would definitely return to this property in the future as it is relatively isolated from the downtown area, which isn't hard to reach by the SMRT or a simple Uber ride.Stayed in December 2017"
"36","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°It is accessible to everywhere as it is near the mrt and the...¡±","<U+B198>Staff with a little bit more well verse on handling halal food . Dona<U+0080><U+0099>t have to be compartmentalize/divide the area .A simple knowledge of not mixing the utensil is good enough as when I go to the lounge area , wanted to try the chicken and beef was told halal . The staff use the same knife that he used to cut ham . Other than that the place is fantastic.<U+B200>It is accessible to everywhere as it is near the mrt and the bus routes along the hotel goes to almost all the linking locations to go to all locations . All halal food just across the road. And it very quiet and serene even thou its just beside the heart of the city .Stayed in December 2017"
"37","Singapore","<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°That wagyu burger tho¡±","<U+B200>I loved the complimentary sweet treats that were given to us to celebrate Christmas! The king size bed in our executive room (we got a free upgrade because of an epic backstory) was extra big and fluffy, and the 24 hour room service food was reeeeally good (that wagyu beef burger really satisfied the 2am hunger pangs). We loved the location of the hotel near haji lane and our only regret was not taking a swim at the rooftop pool with an amazing view... At the right price, we would definitely come back!Stayed in December 2017"
"38","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°It was clean and well located¡±","<U+B198>Building work meant noise during the day but in fairness this was made clear to us befire<U+B200>It was clean and well locatedStayed in December 2017"
"39","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°It is our first time visiting Singapore, the stay near Arab Street was wonderful.¡±","<U+B198>The construction noise is very noticeable and could affect day rest. The manager tried hard to compensate us for the inconvenience. However, it definitely forced us to leave the hotel room before 10am and not return till late evening.<U+B200>The pool has a great view and the pool water temperature is perfect. The staff and manager are very helpful.Stayed in December 2017"
"40","Australia","<U+2022> Family with young children<U+2022> Superior Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Pleasant and feels like home¡±","<U+B198>the drilling above , was told its under renovation<U+B200>daily room service and supercwelcoming  staffStayed in December 2017"
"41","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Location, cleanliness & style¡±","<U+B198>View from room wasn't great<U+B200>Location, cleanliness & styleStayed in December 2017"
"42","Thailand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Very friendly, welcoming and helpful staff.¡±","<U+B200>Very friendly, welcoming and helpful staff. Lovely view. Good range of TV channels. Really nice toiletries supplied. Very comfortable and clean. Close to Kampong glam area with countless interesting shops and places to eat and drink. Huge pool and good steam room.Stayed in December 2017"
"43","Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Awesome¡±","<U+B198>Bed sheets are not clean, can see bloodstains in the corner<U+B200>Staff's service is friendlyStayed in December 2017"
"44","New Zealand","<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","6.3","¡°Disappointed¡±","<U+B198>Strong chemical smell everywhere acrid couldn't open Windows to get fresh air  noisy workman above staff did give us complimentary bottle of wine as compensations.  Pool bar closed really earlyRequest for some cream  with Pavlova a  firm no .  Staff talking amongst selves had to wave or go up if you wanted a drink or dessert<U+B200>Pool was lovelyStayed in December 2017"
"45","France","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Short but sweet¡±","<U+B200>When visiting Singapore in the past we invariably stay closer to the center around Orchard Road. This short stopover visit we decided to venture a little further away. We were pleasantly surprised. Beach road was in reasonable walking distance to several shopping centers and abundant restaurants - from Turkish and Lebanese on Arab Street opposite the hotel to various Chinese restaurants only a few minutes walk away. We were not there long enough to really explore the area but will next time. The hotel room was spacious and comfortable,bathroom clean and excellent shower with all amenities. Fridge,safe,ironing,tea/coffee/torch!,hair dryer and huge flatscreen TV.. we did not eat there as wanted to experience the local dishes (I was brought up in Singapore). All in all highly recommend.. 15/20 minutes to Changi Airport.Stayed in December 2017"
"46","Austria","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","9.2","¡°breakfast was extra ordinary;¡±","<U+B198>Laundry was very expensive;<U+B200>breakfast was extra ordinary; they provide a so called ""Handy service"" which is a cell phone for calls, data access and very useful apps;Stayed in December 2017"
"47","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room (3Adults)<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Fantastic beds.¡±","<U+B200>Fantastic beds. Great locationStayed in December 2017"
"48","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","10","¡°great location and facilities, very friendly staff, and the hotel provides a local smartphone too!¡±","<U+B200>Having the ""handy phone to take out was most helpful.  its a novel idea (atleast seemed to us coming from australia) and very useful to newcomers in the city.Stayed in December 2017"
"49","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights","8.8","¡°Bed was comfortable.¡±","<U+B198>Water pressure in shower was poor.<U+B200>Bed was comfortable. Swimming pool was brilliant. Breakfast selection was great, staff were super attentive. Hotel located about a 5 minute walk from Bugis and Nicoll Highway MRT stations. Walking to the Marina and Raffles only took about 15 minutes.Stayed in December 2017"
"50","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Had a great time¡±","<U+B198>Better breakfast<U+B200>Staff,pool and gym,location, handy phone,roomStayed in December 2017"
"51","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Relaxing and welcoming. Service is excellent!¡±","<U+B198>Hotel is a bit dated, need a good refresh to compete with the rest of your competitions<U+B200>Location, pool, and free internet. Choices of breakfast meal is vastStayed in December 2017"
"52","India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Room<U+2022> Stayed 1 night","5.0","¡°Will never visit¡±","<U+B198>Reception staff too rude<U+B200>cleanlinessStayed in December 2017"
"53","Singapore","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°The renovation works was too noisy.¡±","<U+B198>The renovation works was too noisy. As much as it was between 10am to 7pm, it was disturbing for an afternoon nap. Stayed in December 2017"
"54","Portugal","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","8.3","¡°Very nice room¡±","<U+B198>Walkind distance to the metro, but a little dificult with the suits cases, so we went by taxi<U+B200>Very nice roomGood breakfastNear Arabe villageNear restaurants and ShopsAt checkout we had a late fly and we left the suits cases at the hotelSmart phone availableStayed in December 2017"
"55","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°The room was just the right size for 2 people.¡±","<U+B198>The temperature of the water for shower keeps turning hot and cold, fluctuating temperature. And the water was a bit small.<U+B200>The room was just the right size for 2 people. Comfortable and clean. Stayed in December 2017"
"56","Hong Kong","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Overall, ita<U+0080><U+0099>s a cozy stay and the staff are pleasant. They are polite and helpful. I enjoy the stay.¡±","<U+B198>The shower stand is a bit old which will be loosen if move.<U+B200>The room is spacious and so as the bedStayed in December 2017"
"57","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","10","¡°Great hotel in a really good location- lots of GREAT food...¡±","<U+B200>Great hotel in a really good location- lots of GREAT food and little shops within easy walking distance. The pool was lovely especially after travelling around chilly Japan for 2 weeks. Quick taxi ride to Gardens By The Bay (<$10).Room was large (especially compared to the Japanese rooms we stayed in), clean and well appointed.Stayed in December 2017"
"58","Belgium","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","10","¡°Great value for money, comfortable, perfect for a business stay.¡±","<U+B198>room service menu could be improved. Morning coffee is poor.Stayed in December 2017"
"59","Singapore","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night","4.6","¡°The hotel was going through renovation and you could hear...¡±","<U+B198>The hotel was going through renovation and you could hear knocking on walls in the afternoon.Stayed in December 2017"
"60","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","8.5","¡°Fantastic¡±","<U+B198>It would have been good to be able to have pay per view movies.<U+B200>Staff were very helpful. Helped us with transport and where to by snacks for the kids and breakfast without spending too much.The pool area and gym were excellent.Stayed in December 2017"
"61","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Room<U+2022> Stayed 4 nights","7.5","¡°comfortable stay, good service, need to walk to MRT¡±","<U+B198>bathroom to small and there is no bath tub. You do have to walk a fair distance to MRT station. It is ok if you don't mind walking 15minutes to nearest MRT station which is Bugis station. If you plan to travelling by taxi most the time. this property is excellent. It would be great if hotel can have a children play area empty space by the pool.<U+B200>large comfortable bed, relatively spacious room. staff was very friendly, breakfast choice was good. location is fair as it is 10-15minutes walk to suntec city and bugis junction. directly opposite there's a tons of cafe and restaurants. The gym, spa and pool area is goodStayed in December 2017"
"62","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","9.6","¡°Very refreshing and enjoyable.¡±","<U+B198>The security deposit was much higher than I would have expected, and we still haven't received it back 3 days after checking out.<U+B200>The PARKROYAL was convenient, comfortable, cosy, and caring. The staff were friendly, helpful and efficient. The rooms are well appointed and very pleasant. The hotel provided a baby's crib for our baby and had it there in minutes. The location is great for access to all the main attractions and business centres.Stayed in December 2017"
"63","Singapore","<U+2022> Solo traveller<U+2022> Superior Room<U+2022> Stayed 1 night","7.5","¡°good¡±","<U+B198>nothing<U+B200>all goodStayed in December 2017"
"64","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Good¡±","<U+B198>Nothing<U+B200>Very good visitStayed in December 2017"
"65","Russia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 3 nights","9.6","¡°Amazing time in the hotel¡±","<U+B198>Location is quite far away from the centre, but pool and hotel itself is definitely worth it.<U+B200>Our stay was amazing. All hotel team is always very welcoming and kind. We had Club deluxe room and this is definitely something worth it. We highly recommend this propertyStayed in November 2017"
"66","South Korea","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°Competitable price on quality. Comfortable bed is better than Marina bay sands hotel. Best thing is ¡±","<U+B198>WHAT !!!!!<U+B200>Gym and swimming poolStayed in December 2017"
"67","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","4.6","¡°Disappointed that both the hotel and booking.com did not make aware of the extensive renovations¡±","<U+B198>Extensive renovation work that prevented us enjoying the facilities we paid for.The pool area needs updating.<U+B200>Staff were helpful and friendlyGood selection of breakfast choices.Stayed in November 2017"
"68","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Everything.¡±","<U+B198>Norhing<U+B200>Everything.Stayed in December 2017"
"69","United Kingdom","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.2","¡°Lovely stay at Park Royal Beach Road¡±","<U+B198>Nothing<U+B200>Spotlessly clean, excellent staff.Stayed in December 2017"
"70","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","6.5","¡°Renovations made my stay awful¡±","<U+B198>Renovations going on during stay. So noisy I had to leave my room.Stayed in November 2017"
"71","Portugal","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°The staff¡±","<U+B198>The da ilities<U+B200>The staffStayed in December 2017"
"72","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","9.2","¡°Comfortable convenience in Singapore¡±","<U+B198>Nothing to complain about! (Other than the fact that we didn't stay long enough to do/try everything the hotel had to offer!) The only thing is that being a chain, it's a generic hotel that could be anywhere in the world.<U+B200>Fantastic location to everything we wanted to see and do, and easy walking distance to some great eating and drinking places. Loved the Handy smart phone in the room that we could take around with us so we always had internet access - handy indeed! Friendly staff with a concierge team who went to great effort to ensure we had what we needed.Stayed in December 2017"
"73","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°An amazing hotel at a great value!¡±","<U+B198>We loved it All!<U+B200>Amazing facility and staff! Such a nice and practical personal touch - they provide you with a mobile phone that has free internet and local calls during your stay! Everyone was very helpful! Breakfast was delicious!Stayed in December 2017"
"74","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Great hotel but noise is an issue.¡±","<U+B198>The resterant was unable to feed us. I am gluten free but this is the first time that nothing was available.<U+B200>The staff, room and facilities were great. The building noise was so bad that we had to leave the room for most of the day. We stayed three days and would not have done so if we had been aware of the jack hammering.Stayed in December 2017"
"75","South Korea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Nice to stay¡±","<U+B200>Nice location and very clean room. The staffs are so nice as well.Stayed in December 2017"
"76","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","7.1","¡°Nice hotel just a short walk from a MRT station.¡±","<U+B198>Like all Singapore accommodation, it is very pricey.<U+B200>Nice size rooms which were always kept clean.Open air pool with nice views to Marina Bay.Stayed in November 2017"
