"","X","nationality","tags","score","content","content_detail"
"16",16,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Roof Garden Suite Queen<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",5.4,"¡°The pool is beautiful, our room was really nice with a nice...¡±","only one towel in the bathroom, wine bottles on the floor in the hallway, only one fork when we ordered room service, the beach towels were frayed and threadbare, they always forget to drain the jacuzzi, the faucet handle fell off in the outdoor shower There were some problems communicating with the staff about room amenities and one morning at breakfast we overheard some member of the kitchen staff loudly yelling at one of the waiters in a very cruel and demeaning way We found a used condom under the bed from a previous occupant  The pool is beautiful, our room was really nice with a nice view and a hydrotherapy bath on the roof They provided a baby cot at no extra charge The staff were friendly and nice The breakfast was decent and I especially liked the wafflesStayed in December "
"17",17,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night<U+2022> Submitted via mobile",4.6,"¡°The property is old and ill maintained.¡±","The property is old and ill maintainedStayed in December "
"18",18,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°The pool was amazing for kids!¡±"," The pool was amazing for kids!Stayed in December "
"19",19,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights",7.5,"¡°NIL.¡±","Room floor is dustyOn last day, the floor is sticky The payment process is good Staffs are friendlyStayed in December "
"20",20,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 8 nights<U+2022> Submitted via mobile",8.8,"¡°Very memorable. Had a wonderful time. Repeat client.¡±","Breakfast spread could use some improvement Location Accessibility Pool Staff Service All goodStayed in December "
"21",21,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Though the resort is not new, the place is nice as it blends...¡±"," Though the resort is not new, the place is nice as it blends with the nature Love the pools  The rooms are clean The staff is good as before going there, I've several changes on my booking and the staff, Judy, was patient and responded to my requests promptly Breakfast is not fantastic but good enough to fill your tummy! My family had a great time there! Will go again next time Stayed in December "
"22",22,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Though the resort is not new, the place is nice as it blends...¡±"," Though the resort is not new, the place is nice as it blends with the nature Love the pools  The rooms are clean The staff is good as before going there, I've several changes on my booking and the staff, Judy, was patient and responded to my requests promptly Breakfast is not fantastic but good enough to fill your tummy! My family had a great time there! Will go again next time Stayed in December "
"23",23,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night",7.5,"¡°Very Pleasant¡±"," SeneryStayed in December "
"24",24,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",3.3,"¡°Not cheap and health hazard¡±","There are mould everywhere  The windows were dirty The bathroom sink silicon were black, the exhaust fan in the bathroom not working and very dusty The bathroom shower gel pump is mouldy The bathroom silicon seal and showerhead were mouldy The hair dryer was dusty so it only works for a few minutes before it overheats and shut down The fridge was empty and part of  the fridge door was rusty Although there is a beach shuttle service to the monorail but it was very packed and we ended up walking to the station every time Chilled water station at the lobbyStayed in December "
"25",25,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights",6.7,"¡°Overall it was fine.¡±","facilities were old  Gym was lousy location was near beachStayed in December "
"26",26,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5,"¡°Continental bfast¡±"," Continental bfastStayed in December "
"27",27,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",4.2,"¡°Won't consider my stay again.¡±","Food,comfort level and view Staff are friendlyStayed in December "
"28",28,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°near tonthe beach¡±","bathroom no bidet spray near tonthe beachStayed in December "
"29",29,"Bulgaria","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Short and sweet¡±","Noisy Swimming poolStayed in December "
"30",30,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights",10,"¡°Great Stay- Enjoyed it very much.¡±"," Pool facilities were great; B'fast had a good spread; friendly and helpful staff  Prompt maintenance support when calledStayed in December "
"31",31,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",4.6,"¡°- the room was filled with furnitures that were extremely...¡±","- the room was filled with furnitures that were extremely rusty, dirty, dusty ie table lamps, lights, switch considering how sentosa is a tourist attraction and how i paid $ for a room like this which is not clean and filled with furnitures that were so outdated and clearly not taken care of, it was as if i was staying at a rundown hotel - i basically paid $ for a hotel room which is far worse than a hotel I could get at $ in addition, the amentities such as the pool etc was great but anyone could access it (hence i really only paid for the room)- the room also did not have the usual things like a sheet of paper to show what is the number for reception, room service, etc- it was overall just very disappointing especially since i was looking forward to this mini staycation over christmas, and had high expectations (as anyone would) for siloso beach resortStayed in December "
"32",32,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°Affordable beach view¡±","I would have loved an outdoor hot tub! I like the great outdoor pool and natural setting with lots of information on local ecology We had a great view of the ocean and the location is convenientStayed in December "
"33",33,"Singapore","<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night",5.4,"¡°the dinner sucks¡±","nothing the dinner sucksStayed in December "
"34",34,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.8,"¡°Although the stay is moderate, but the incident that staff leave the door open is very disturbing ¡±","The staff leave the door open after cleaning  Convenient Stayed in December "
"35",35,"Singapore","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",8.8,"¡°Eco friendly & great location¡±","The room slughtly small & need some upgrading, found ants daily on table Eco friendly & great locationStayed in December "
"36",36,"Austria","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",2.5,"¡°Nothing ¡±","t be bothering at all about those health issuing things in a hotel no matter the category on Bookingcom as we always were satisfied in the past with our bookings We definitely would like to ask for a full refund of the  nights as the hotel staff was almost laughing about this request which we discussed with them as well As it was a non refundable stay we were unfortunately tied up to this real nightmare Nothing Stayed in December "
"37",37,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5,"¡°Swimming¡±","Servers SwimmingStayed in December "
"38",38,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",2.5,"¡°not recommended for all ¡±","poor service standard run down facilities and rooms  breakfast limited choices nothingStayed in December "
"39",39,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5,"¡°Would not come back¡±","Scary Breakfast not niceStayed in December "
"40",40,"Pakistan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",4.6,"¡°Location ¡±","Staff training And maintenance  Location Stayed in December "
"41",41,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",3.8,"¡°Service and cleanliness was lacking.¡±","Service and cleanliness was lackingStayed in December "
"42",42,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",7.5,"¡°The room aircon is not strong enough¡±","The room aircon is not strong enoughStayed in December "
"43",43,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Stay at Siloso Beach Resort¡±","I like everything about the property Very big pool and near the beach Near the Beach Station My children enjoyed themselvesStayed in December "
"44",44,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile",7.5,"¡°Ok for the value of money¡±","Bed was not comfortable The hotel care about environment and societyStayed in November "
"45",45,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Stay in December 2017¡±","Long walk for kids from the train station Rooms too small The eco tour was good The swimming pool is nice Breakfast is sufficientStayed in December "
"46",46,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°Maybe need to set up bathrobes in the room.¡±"," Maybe need to set up bathrobes in the roomStayed in December "
"47",47,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°This is my family's second stay in the hotel; relatively good.¡±","variety of food (breakfast) Eco friendlyStayed in December "
"48",48,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 1 night",7.1,"¡°Overall good experience and worth it.¡±","I know this area is full of tourists but I think the room charge should be lower especially when you have a so-so restaurant The room is quite spacious and clean with good facilitiesStayed in December "
"49",49,"Switzerland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5,"¡°Too crowded and noisy¡±","Too crowded and noisyStayed in December "
"50",50,"Singapore","<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Im in love¡±","Prolly the variety of food for the breakfast buffet Super spectacular pool and nice jacuzziStayed in December "
"51",51,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Nil¡±","Waiting for extra bed take about hrs Bed is comfyStayed in December "
"52",52,"Singapore","<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Location¡±","Reception hard to find LocationStayed in December "
"53",53,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",4.2,"¡°it appears only 2 start not a 4 start hotel¡±","Poor facilities, ants in room, one young man receptionist appears rude good quiet location for morning walkStayed in December "
"54",54,"South Africa","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Excellent¡±","Needs a left luggage area which is more secure Nice environmentStayed in December "
"55",55,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night",4.2,"¡°Overpriced due to location, would have preferred quiter and well maintained,cleaner rooms¡±","There was renovation going on right next to our room when we checked in When requested they said it will be carried on till maintenance guy finish there workwe booked Roof garden Suite Room is very smallroof garden was not cleaned up, bathroom can fit only one kidtoo small for adults No floor mats in the room to clean up your feet( room becomes super messy after coming back from beach or swimming pool ) Breakfast spread was okother than swimming pool, no entertainment for kids inside hotel would need to go out to keep them engaged The only good thing about this resort was swimming pool!Stayed in December "
"56",56,"Singapore","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°Friendly staff , clean room n close to the beach :D will...¡±"," Friendly staff , clean room n close to the beach :D will definitely book the th time :D Stayed in December "
"57",57,"Sweden","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Relaxing stay in a djungelhotel¡±","There were too few towels by the pool now and then All plants make a sense of djungel which I loved! The pool is marvellous and with salted waterStayed in December "
"58",58,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°Need to change the room due to air conditioner not working..¡±"," The environment is nice wz greeneryStayed in December "
"59",59,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Nice time spend with families.¡±","- Gym accesories were rusty Not well maintain - Requested to clean the room n change bed sheets but it took too long The swimming pool Beautiful sceneryStayed in December "
"60",60,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°Eco friendly theme which is good and meaningful.¡±","Hotel can be cleaner Breakfast staff was friendly and helpful! However hope for more varieties for breakfast buffet  Eco friendly theme which is good and meaningful Unique spring poolsStayed in December "
"61",61,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.5,"¡°The swimming pool is nicely located in the nature.¡±","The breakfast is very simple The swimming pool is nicely located in the natureStayed in December "
"62",62,"Singapore","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°The staff can improve on their hospitality ¡±"," The pool and location Stayed in December "
"63",63,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Good confo¡±","No comments NatureStayed in December "
"64",64,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.1,"¡°The cafe can be upgraded.¡±","The cafe can be upgradedStayed in December "
"65",65,"Singapore","<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°The gym should be maintain properly equipment were rusty and...¡±","The gym should be maintain properly equipment were rusty and some of the equipment could not be use overall the resort is beautiful with friendly staff Makes you feel like home :) will defitenely come back again :)Stayed in December "
"66",66,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",4.6,"¡°Great location near siloso beach.¡±","Hot water in the shower was more luke warm Bed had old sheets, stains and tears Great location near siloso beach Plenty of greenery aroundStayed in December "
"67",67,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",10,"¡°Amazing hotel, pool and amazing staff!¡±","Nothing Amazing resort with excellent staff We arranged the hotel's airport shuttle with ease and it was waiting for us for both our arrival and departure We were upgraded to a bigger room and staff were sooo helpful The pool area is reason enough to stay here SOOO good Breakfast was invcluded each day with a great variety from the buffetStayed in November "
"68",68,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Comfortable. Service was good.¡±","The wifi had a quota and telecom signal in the room is very bad Only had one room card per room Breakfast was slightly disappointing There was a pool and jacuzzi Trees all around made the place a relaxing stay Staff were nice and friendlyStayed in December "
"69",69,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Great place¡±","Wish the variety for breakfast was more Water for swimming pool is spring water  Non chlorine  InterestingStayed in December "
"70",70,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",4.6,"¡°None¡±","Cleanliness and place not really well maintained NoneStayed in December "
"71",71,"Singapore","<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°fine¡±","swimming pool dirty the aircon is not cold enough swimming pool was dirtyStayed in December "
"72",72,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night",7.9,"¡°Enjoyable and unhurried time¡±"," I like the eco environment and the effort of the Management in keeping the environment green  I also applaud the Management employing special needs staff  My family members already booked few nites stay, we are coming back again within this month for R & RStayed in December "
"73",73,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Good for family.¡±","Breakfast can have more variety  Eco friendly Friendly staff Nice shampoo and shower gel providedStayed in December "
"74",74,"Hong Kong","<U+2022> Business trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",7.9,"¡°location¡±","pool was quite noisy locationStayed in December "
"75",75,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.4,"¡°It has improved compared to previous years. At least there is in-room wifi now¡±","Poor breakfast Leaking toilet n shower Near Zouk outStayed in December "
"76",76,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Overall, it was a pleasant stay.¡±","The breakfast provided by the hotel is edible but not very good The ham was overcooked so it tasted like rubber The selection of food is very limited as wellThe reception desk is quite hard to get to as it is located at the th floor inside the hotel The bed was very comfy and the soap provided in the shower was very nice The bedroom slippers were soft and kept my feet warm The porridge that was prepared for breakfast was deliciousStayed in December "
"77",77,"Brunei Darussalam","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",8.3,"¡°Green hotel giving opportunities to special people. ¡±","Looking a bit ""tired""  Needs a makeover  Green environment Nice pool Several special needs people employed Stay here and support these people Stayed in December "
"78",78,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",7.5,"¡°An eco friendly hotel that does not make u feel that u need to give up luxury to be eco friendly!¡±","The airconditioning could have been better in that it could have been controlled by the customers instead of being centrally controlled which can prove to be rather warm at times The spring water pool and the hot spring spa pool were a very nice touch! My whole family utterly enjoyed it!Stayed in December "
"79",79,"Sweden","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°A well situated hotell with a very nice atmosphere with a huge amount of plants.¡±","The breakfast is more local than continental but this is part of travelling and we found it quite ok The hotel is imbedded in a djungle which is really nice The hotel is just a few meters from the Beach The pool is large and we loved it!Stayed in December "
"80",80,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",5.8,"¡°Pool was great 4 star standard, rooms 3 star and cafe 2 star. Staff friendly and good location.¡±","Rooms were tired and cafe / breakfast area poor eg Old Plastic mugs for orange juice! Plastic plates etc definitely not  star standard! Pool area was excellentStayed in December "
"81",81,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°Near Beach¡±","No amenities Near BeachStayed in December "
"82",82,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Beware of ants & mosquitoes¡±","The room is crawling with ants There're mosquitoes too My daughter was bitten  times when we st arrived nd time here Facilities were quite good My family enjoy the poolStayed in December "
"83",83,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Reasonable price¡±"," Reasonable priceStayed in December "
"84",84,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",8.3,"¡°Great location, near beach, great staffs¡±"," Great location, near beach, great staffsStayed in December "
"85",85,"India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.9,"¡°Good value for money¡±"," Good value for moneyStayed in December "
"86",86,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°Lovely stay. Close to places of interest.¡±","All ok Yes, croissant was delicious As I am a Muslim, the choices were limitedStayed in December "
"87",87,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.4,"¡°The toilets were small, breakfast selection was poor for the...¡±","The toilets were small, breakfast selection was poor for the price we paid Pool area gazebo was dirty and should be cleaned up and have a nice bar for people stayingStayed in December "
"88",88,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°its value for money. it will be more nicer if they will preserve the whole resort.¡±","i didnt like our room door in  its too hard to close i request for queensize bed but they give me twin bed and the room so fast to attract ants we enjoy the pool coz its spring and not coldStayed in December "
"89",89,"Singapore","<U+2022> Business trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.4,"¡°Singapore is a great city, very clean & safe¡±","The food was very bad""The hotel gym if you can call it that needs to be closed down"" The location was great %Stayed in November "
"90",90,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Satisfactory¡±","Too crowded The facilities and restaurant around the resortStayed in December "
"91",91,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5,"¡°Went there for the beach so it was good as ita<U+0080><U+0099>s easy to access.¡±","My room on th floor has no sea view even tho staff said that it has Totally blocked by trees Also would be better if the hair dryer is placed outside of the bathroom so that someone can bathe while others can use the hair dryer Easy access to beach Higher floors,  & flrs can See beautiful sea view from sea facing roomsStayed in December "
