"","X","nationality","tags","score","content","content_detail"
"11",11,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin City View Room (3 Persons)<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°Good, infinity pool a sight, But expensive¡±","The reception area is like a train station It is an icon and lives up to expectationStayed in January "
"12",12,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room (3 Persons)<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Extravagant but worthwhile way to spend the last night of our holiday¡±","Check in time was busy so more seating in foyer for weary family members to sit and wait The buffet at Risk was amazingly extensive and generous Fresh shellfish, local Singaporean food, so many choices of cultural food and tempting d sweet barPoolside food and cocktail service was excellentStayed in January "
"13",13,"Romania","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Twin Garden View Room (3 Persons) <U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.5,"¡°The best¡±","Nothing The poolStayed in January "
"14",14,"","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°The pool and the service were very nice¡±","To crowded, you had to wait in order to have breakfast The pool and the service were very niceStayed in January "
"15",15,"Japan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night",7.5,"¡°We are four families.¡±"," We are four families and the room is spacious and Sofa bed was sufficiently enough to provide a function of a bed for kidsStayed in January "
"16",16,"Brazil","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Perfect¡±"," Everything perfectStayed in December "
"17",17,"Mauritius","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King City View Room <U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°The pool was very nice and the shopping mall was closed¡±"," The pool was very nice and the shopping mall was closedStayed in December "
"18",18,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Deluxe King Harbor View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Very nice and very busy¡±","Super overcrowded everywhere Very nice hotel, great facilitiesStayed in January "
"19",19,"Estonia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room (3 Persons)<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.8,"¡°Arcitecture of hotel and design.¡±","Overcrowded recreation areas, overvalued restaurants and service, very kid-unfriendly Arcitecture of hotel and design Big rooms and good viewsStayed in January "
"20",20,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Room (3 Persons)<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Comfy Hotel¡±","The price The LocationStayed in January "
"21",21,"Russia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Harbor View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",6.7,"¡°Statement hotel however extremely overcrowded¡±","Extremely crowded hotel, too many people everywhere: minutes queue for breakfast, pool overcrowded All brand new, room with an excellent view over Marina GardensStayed in January "
"22",22,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin City View Room <U+2022> Stayed 4 nights",10,"¡°Best hotel in Singapore !¡±","Long Q for check in ! expensive breakfast ! Helpful staff in the reception, big family room with nice views, top floor swimming pool is awesome!Stayed in December "
"23",23,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Generally good¡±","A lot of bugs in the ceiling of shower room Fridge system is annoying Facility was automated and it helped us feel comfortsStayed in January "
"24",24,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night",9.2,"¡°Quite possibly the most spectacular place to stay in Singapore!¡±","It's an icon of Singapore and comes with that price tag - if you're just stopping through this is definitely the place to stay as a treat! We were on our way to New Zealand so only stayed here for one night The views from our hotel room of the Gardens by the Bay was amazing - especially at night time The infinity pool is something you can only appreciate in person with sweeping views of Singapore - although it can certainly get pretty windy at the top!Stayed in December "
"25",25,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 2 nights",8.8,"¡°Great stay in beautiful Singapore¡±","Maybe that it's just too big? I think I personally prefer smaller hotels with more personal approach It's Sands, what can you say! Massive hotel, multiple restaurants, nice rooms, great location Plenty of choices what do - I would really recommend Gardens by the Bay and of course the infinity pool There is a big mall attached to the hotel, where you can find multiple restaurants, and the hotel itself is very well connected with the public transport networkStayed in December "
"26",26,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Excellent trip!¡±"," excellent location along with all facilities around!Stayed in January "
"27",27,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Everyone needs to stay here at least once in their lives.¡±","Rise dining was well below par Great hotel, great staffStayed in January "
"28",28,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Good experience for a staycation¡±","Na Accommodation are superb !Stayed in January "
"29",29,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Great!¡±","Food and drinks were a little pricey but quality My prime reason for booking this hotel was to experience the facilities at the pool on the top level I was not disappointed I enjoyed my stay immenselyStayed in December "
"30",30,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Amazing hotel room quality, and the swimming pool of course!¡±","Earliest check out time, should ready at only am Bathroom door should with lock Amazing balcony ocean view And great sound proof doorsStayed in December "
"31",31,"Brunei Darussalam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Loving the stay, memorable experience , super duper pool and surroundings¡±","Over crowded at the infinity pool Love the comfortable bed and the lively surroundingse<U+F><U+><U+D> the hotel is in the city , shopping is close by , access to mrt is easyStayed in January "
"32",32,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Only money¡±","Doesnt deserve that cost , they charged me more for better room which was worse then first room , very loudy , even they charged coffe and teas as well Multiple attractions , good restaurantsStayed in January "
"33",33,"Sweden","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.5,"¡°Fun to see. Not going again¡±","We felt as we were Living on a industrial band To much people and stressful environment Staff from nice to mediocre Fun to have stayed there as it is a landmark Good location in SingaporeStayed in December "
"34",34,"Canada","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Garden View Room (3 Persons) <U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Very nice but a little over priced in my opinion.¡±","Forgot bracelet in the room and they never found it  :( Very nice but a little over priced in my opinionStayed in December "
"35",35,"Algeria","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Swimming pool e<U+009F><U+0098><U+0081>¡±","Time in the queue for check in  Swimming pool e<U+F><U+><U+>Stayed in December "
"36",36,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 2 nights",10,"¡°just came off a cruise and a perfect way to finish the perfect holiday¡±"," Staff amazing facilities second to noneStayed in December "
"37",37,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Excellent ¡±","Clean and nice Excellent Stayed in January "
"38",38,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room (3 Persons)<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",3.8,"¡°Wona<U+0080><U+0099>t be back¡±","Disappointing and over priced, staff didnat want to help you either to busy trying to do nothing The poolStayed in January "
"39",39,"Singapore","<U+2022> Group<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5,"¡°Not happy¡±","The hotel buffet at st floor lobby was terrible, the food are terrible,the service are terrible Nothing at allStayed in January "
"40",40,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°Not bad¡±","Overpriced for what it was, rooftop pool was a lot colder than imagined Perfect location, friendly staff and nice bedsStayed in January "
"41",41,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Gr8 hotel , too much options , view is nice¡±","Not logical prices Gr hotel , too much options , view is niceStayed in January "
"42",42,"Lebanon","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Unforgettable stay¡±","Nothing Infinity pool cleanliness staff various choices of restaurants everything was amazingStayed in January "
"43",43,"Portugal","<U+2022> Leisure trip<U+2022> Group<U+2022> The Club Room King City View<U+2022> Stayed 2 nights",9.6,"¡°Awesome hotel!¡±","The temperature of the water in the pool could have been a bit warmer The hotel is in of itself a great place to stay for a while The pool has a great view both day and night The breakfast is great at any of the restaurants The room is spacious and cleanStayed in December "
"44",44,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night",9.6,"¡°Amazing¡±"," The staff were excellent, letting us check in two hours early as our room was ready Watching the sunrise from the Jacuzzis on the th floor was a bucket list moment The whole pool area exceeded my expectations although the bar was overpriced The Cheese + Chocolate Buffet was divineStayed in December "
"45",45,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> The Grand Club King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Everything is good... love food here... hope there are more discount e<U+009F><U+0098><U+0080>¡±","To expensive Nice view food yummyStayed in January "
"46",46,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room<U+2022> Stayed 1 night",7.1,"¡°Very disappointing.  Ticked the box but wouldn't stay there again¡±","Hotel was just too big and impersonal  Check in was liking queuing for a Disney ride and the hotels main attraction, the pool was like a human zoo !!Unless you were up at the crack of dawn, it was nearly impossible to get a bed and even when you did, people were stepping all over youStayed in December "
"47",47,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night",4.6,"¡°very hearthbreaking hotel, just beautiful pool and view¡±","they are really penny pincher we paid a lot of many for room but they put just  little water and packed nescafe there was not any welcome drink, fruits or anything we waited for a long time for check in, there is an incredible queue for check in the hotel personel are not friendly and good humoured there is just one single seater and you can't seat it for  people pool restorants are very weak and expensive the worst of all the room smelling like a toilet because the toilet was clogging they solved the problem but smelling had never gone we closed the toilet's door all times to be able to breathe pool and view are amazingStayed in December "
"48",48,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°I hope there are more deals  and promotion¡±","The omelet in adrif restaurant is too dry and overcooked everythingStayed in January "
"49",49,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Very nice experience! Everybody who come to Singapore should try it!¡±","The water in the pool is very cold After check out you cannot access the pool and facilities This is not good for those who have the flight late in the same day with check out The pool is amazing Good location and great view on both ways At the ground floor there is a huge mall and a nice casinoStayed in January "
"50",50,"Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Great location and views¡±","Bad bathroom smell coming from the sink Long queues at check-in Amazing city view, comfortable bed & pillows, huge roomStayed in January "
"51",51,"Taiwan","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room<U+2022> Stayed 1 night",9.6,"¡°Love the view from my room and also the bed is magic soft.¡±","ExpensiveBut next time I will stay in this place again:( Love the view from my room and also the bed is magic soft Swimming pool with chips and wine, over the moon:))Stayed in December "
"52",52,"Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Twin Room<U+2022> Stayed 1 night",10,"¡°what more.. ? all is perfect, bed, room , pool, view :)¡±","That you need to pay a  S$ insurance  At checkout the money will be returned to you The bed is extra comfyThe room is big, and cleanWe had a twin bed room, that had a fantastic view of the cityThe infinity pool is incredibleAfter checking out , you can leave your luggage a few hours, at no chargeStayed in December "
"53",53,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room (3 persons)<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°The family room was modern extremely large and had a view...¡±","Nothingt even mention the breathtaking viewsStayed in December "
"54",54,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.6,"¡°Overall Fantastic!!..¡±","We have a very late flight so I asked if we could use the pool area after our pm checkout & the answer was NO! We would have bought drinks & food while we were there so really itall just get to the airport early, have a look around & have dinner thereStayed in December "
"55",55,"Lebanon","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room<U+2022> Stayed 3 nights",10,"¡°Will definitely come back¡±","Nothing EverythingStayed in December "
"56",56,"Russia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Swimming pool, skypark¡±","We were expected more from room  for this money Swimming pool, skyparkStayed in January "
"57",57,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Premier King City View Room <U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Better than expected, the pool and the view is really worth it¡±","Seven eleven is very far away The viw and the pool Also roomsize, facilities and gen infrustructureStayed in December "
"58",58,"Thailand","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night",8.8,"¡°Very nice!!!¡±"," room that I have booked had a bad smell and air conditioner doesn't worked until hotel officer fix it Very good hotel, located in good location NICE!!!Stayed in January "
"59",59,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°An amazing hotel in the best location¡±","Quite costly at rooftop bar - I know singapore expensive however was still surprised at  dollars for two drinkss the most amazing location with everything you need right on the hotel Staff attentive and whole experience great The infinity pool is spectacular perched on the edge with great views We had club  which was very good value as well as afternoon teaStayed in January "
"60",60,"USA","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> The Grand Club King Room<U+2022> Stayed 2 nights",10,"¡°everything¡±"," everythingStayed in December "
"61",61,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 3 nights",2.9,"¡°ok would not stay there again¡±","location is good otherwise hotel is completely overrated and overpriced , it is a market placeStayed in December "
"62",62,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night",9.6,"¡°Once in a lifetime experience. If you're in Singapore! A must do even if it's for 1 night!¡±","Absolutely nothing - What an amazing hotel Just breathtaking Seeing the pictures and actually being there was way more amazing that I expected - Very exclusive access to the rooms and to the infinity pool for hotel guests only- Amazing room set up- We got early check in and late check out because it was Christmas- rd floor room with GARDENS BY THE BAY view- MRT station walking distance - Easy access to Gardens by the Bay - Infinity pool has been on my bucket list forever and it was something I've never seen before anywhere and I live in the UAE!- Emirates Palace was on on the top of our list for best hotels but this definitely beat that!- Cute little bunny set up with towels in the room- Great TV channels- Fantastic access to the Marina Mall - Concierge lent us umbrellas as it was raining outside free of charge - Juice on arrival on check in- Bathroom was huge especially the showerWe stayed  night to see the hype and to really just do the infinity pool but this hotel fully exceeded our expectations Great job Marina Bay Sands Just wowStayed in December "
"63",63,"Germany","<U+2022> Leisure trip<U+2022> Group<U+2022> The Club Room King City View<U+2022> Stayed 3 nights",10,"¡°no adults only areas in the top restaurants¡±","no adults only areas in the top restaurantsStayed in December "
"64",64,"Philippines","<U+2022> Family with young children<U+2022> Deluxe King City View Room (3 Persons)<U+2022> Stayed 3 nights",7.5,"¡°delay in the delivery of luggages;¡±","delay in the delivery of luggages; no bidet which is important; we are three, I thought the room will have a queen size bed + single bed, but what was given to us was  extra/folding bed;Stayed in December "
"65",65,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Once in a lifetime experience but we'll be back worth every dollar! ¡±","The beds in most hotels seem to have very firm mattresses I was hoping at MBS they would be softer  We love Marina Bay Sands!! Very large City View Room Deluxe which was amazing fantastic views on th floor! Best shower I've ever had biggest bathroom it was lovely! Stayed in December "
"66",66,"China","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Everything was amazing!¡±"," Everything was amazing!!!Stayed in December "
"67",67,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 1 night",7.9,"¡°Anniversary Staycation¡±","Suite furniture is slightly outdated Club lounge is in a seperate tower from where they were staying, which was a little long waiting with elevators Selection in the Executive Club Lounge was limited A fantastic stay This was booked as an anniversary present, so the feedback is based on their comments back to me Theythoroughly enjoyed the accessibility to all parts of the Marina The club lounge was enjoyable for cocktails and drinks in the evening and the breakfast was delicious the following morning Fantastic upgrade to a suit on the nd floor Pool was amazing, withthe view Check in lounge was fantastic too!Stayed in December "
"68",68,"Israel","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Perfect hotel, perfect room, perfect staff, perfect breakfast¡±","The pool is frizzing!When its raining, there is no place dry that you can put your bag and staff there Perfect hotel, perfect room, perfect staff, perfect breakfastStayed in December "
"69",69,"USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room (3 Persons)<U+2022> Stayed 1 night",7.5,"¡°View from the hotel and swimming pool was awesome.¡±","The room was much smaller than other -star hotels, and the lobby was too crowded without any proper facilities View from the hotel and swimming pool was awesomeStayed in December "
"70",70,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Deluxe King Harbor View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.1,"¡°The swimming pool is incredible, for the other things is not a 5 stars!¡±","Wait  mn for check in for a  stars incredible e The swimming poolStayed in December "
"71",71,"Romania","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin City View Room <U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°It was an amazing stay at Marina Bay , it definitely...¡±","s money The staff was always friendly and helpfull! I would definitely recommend it and would love to stay there also on my next trip to Singapore!Stayed in December "
"72",72,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Amazing hotel had a great experience would recommend¡±"," Amazing hotel had a great experience would recommendStayed in December "
"73",73,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Very good¡±","Extra beds was not available The location and the the way property was build beautiful Swimming pool was excellentStayed in December "
"74",74,"South Korea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 2 nights",8.3,"¡°view is very good!¡±"," view is very good!!Stayed in December "
"75",75,"Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Absolutely fabulous!¡±"," Exceptional hotel! If you are traveling to Singapore, no other hotel can match this Stayed in December "
"76",76,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Overall good . Could have beenbetter for the money I am paying¡±","Infinity pool was a letdown  I expect the Infinity pool to be like a swimming pool  Instead people were there fully clothed near the pool side  The locations and ease of public transportStayed in December "
"77",77,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Nice view in the pool and good service¡±","Too expensive Nice view in the pool and good serviceStayed in December "
"78",78,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°Expensive¡±","s very expensive for everything so be prepared for that No bath in bathroom The pool is amazing just massively overcrowded If you want a pool lounge get there early Ie am Room size and view is great!Stayed in December "
"79",79,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights",10,"¡°Great spacious room for a family but on the ground floor of...¡±"," Great spacious room for a family but on the ground floor of  floors!!! Could of had a better view!Stayed in December "
"80",80,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°My second time in the MBS .excellent service esp the Filipino staffs accomodating all our needs.¡±","Very common lobby and room interior I like the pool, the sceneryStayed in December "
"81",81,"USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Room<U+2022> Stayed 1 night",9.2,"¡°The view was terrific!¡±"," The view was terrific!!!Stayed in December "
"82",82,"China","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Great view<U+00EF><U+00BC><U+008C>great swimming pool<U+00EF><U+00BC><U+008C>great experience.¡±","The hotel lobby has nothing to eat after  o 'clock You need to go a long way to have more options Great view<U+EF><U+BC><U+C>great swimming pool<U+EF><U+BC><U+C>great experienceStayed in December "
"83",83,"China","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin City View Room (3 Persons)<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°We had great time.¡±","None Everything is perfectStayed in December "
"84",84,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Excellent city view¡±"," Excellent city viewStayed in December "
"85",85,"South Africa","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",6.7,"¡°Great stay if you can afford it¡±","Price and location  Clean and eliteStayed in December "
"86",86,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",4.6,"¡°The hotel is an amenity for the swimming pool¡±","Most hotels have amenities like swimming pool; however Marina Bay Sands is a swimming pool and shopping centre which has the hotel as an amenity No defined reception area and you have to stand on a long queue to check in one of the most expensive hotels in the world They also refused to give us loyalty cards being Iranian Splendid ArchitectureStayed in December "
"87",87,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",4.6,"¡°So busy ita<U+0080><U+0099>s like an airport.¡±","s like an airport No room at the poolStayed in December "
