"","X","nationality","tags","score","content","content_detail"
"12",12,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°The staff were friendly, the breakfast was amazing!¡±","The bathroom hook was falling off One socket was damaged The staff were friendly, the breakfast was amazing!Stayed in January "
"13",13,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°Toilet¡±","Too small ToiletStayed in December "
"14",14,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°An excellent hotel for an easy relaxed overnight stop at Singapore Airport - worth every penny!¡±","Nothing at all! - just a cautionary note though - as with most international airports please be prepared for quite a bit of walking to get to the hotel but do not let that put you off what you will then experience! The reception staff were excellent and very helpful - with an IHG membership card we were able to hold one of the  rooms until pm the next day at no extra costThe room was fabulous and very well equippedWe had landed from Bali at Terminal  late into the evening - the Crowne Plaza is adjoining Terminal It is very well signposted in the Terminals and as long as you follow the signs and use travelators etc then it is easy to reachEnjoy that fabulous room then have an excellent breakfast next dayThere are  types of rooms  - one is a set of rooms that is very close to the taxiing aircraft  - the others are on the opposite side and are quiter - neither are that noisy as the sound insulation is excellent! Make time to enjoy the design award outside swimming pool at the hotel set out in a tropical garden theme - just be very careful with sunburn as even with an overcast day the UV is still very strong as you are near the equatorNext day we were travelling from Terminal  - use the rapid transit railway - its free!Really could not fault the hotel and its amenities - thank you Crowne Plaza!If this is your first time at Singapore Shangi be aware that in Terminal  the security detailed check takes place in the actual room of the departure gate so be prepared for additional time at this last stage before boarding - with A Airbus carrying + passengers you need to get to the gate as soon as the board confirms that the gate is classed as ""open"" - hope this helpsStayed in January "
"15",15,"Indonesia","<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Location¡±","Over prices LocationStayed in January "
"16",16,"Thailand","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°The breakfast was average and very expensive, it should have...¡±","The breakfast was average and very expensive, it should have been included in the priceStayed in January "
"17",17,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Great experience¡±"," Great staffsStayed in January "
"18",18,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Good stay!!¡±","There is no in-house carpark Would be nice to have complimentary parking Ambience and friendly staff Farhan at the Recep perhaps the Managerwas friendly and patience in helping out with my enquiries and requests He is an asset to the organisation Gd jobStayed in January "
"19",19,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°The outside construction noise from 3am onwards - woke us up...¡±","The outside construction noise from am onwards - woke us up & could not go back to sleep because of the noiseStayed in January "
"20",20,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Extremely convenient for the airport.¡±"," Extremely convenient for the airport Excellent restaurant within the hotelStayed in January "
"21",21,"New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°A fantastic hotel especially after an 11 hour flight.¡±","Nothing A fantastic hotel especially after an  hour flight  Quick check in, large room with a king size bed and plenty of room for an extra bed for our  year old  Spotlessly clean  Highly recommend was a great over nighter, but would also be good as a base for a few days in Singapore  Breakfast buffet was extensive and delicious - and good options for our daughter who must eat gluten free, she was delighted with the separately wrapped bread roll  Pool looked nice but we had no time to use itStayed in December "
"22",22,"Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°This is a fantastic airport hotel.¡±"," This is a fantastic airport hotel It is within the airport, takes just minutes to get from the hotel to check-in the next morning Very clean, comfortable bed, big bathroom and most importantly very good sound proofing Staff are friendly and on the ball, organized my wake up call for me when checking in Room service food was tasty and delivered quicklyStayed in January "
"23",23,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 2 nights",8.8,"¡°I still love the stay!! Easy access to T3 with all the different eateries & wonderful view!¡±","Rain shower head was a bit noisy and making cranky noises Wardrobe sliding door has a very sharp metal-on-metal sound, seems to be due to wear and tear View was great! Swimming pool is big Staff are helpful and smilingStayed in December "
"24",24,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Very convenient for a stay right at the airport ¡±","Small room with very limited view Long walk to room with confusing hotel layout Proximity/convenience to airport Lovely swimming pool ModernStayed in December "
"25",25,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°The staff were very helpful and the room was peaceful and...¡±"," The staff were very helpful and the room was peaceful and luxuriousStayed in January "
"26",26,"Australia","<U+2022> Family with young children<U+2022> Club Twin Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°Very pleasant and luxurious. Worth the high price.¡±","Beware if it rains as some areas are exposed to the weather and become extremely slippery when wet  This is not a criticism of the hotel as the open nature of the property is very beautiful - but it is just necessary to use caution Excellent location with the MRT just below the hotel  If you book an executive room, you have use of the Executive Lounge which is a real bonus Great check-in with very helpful and friendly staffStayed in January "
"27",27,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",8.8,"¡°An escape from the bustling city life¡±"," The cleanliness of the room is superb Room service is fast and excellent A good stay for a quiet and restful night Easily accessible to the amenities in changi airport, with lots of food to choose from till late in the night as the airport has numerous hr amenities All in all, a great stay for both tourists and locals It might be slightly pricey but it is definitely worth the stay and experienceStayed in January "
"28",28,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Loved the room but would not pay for breakfast again¡±","Breakfast was a disappointment Did not eat properly even though we paid for it Wi-Fi was wonky and the shower was not working properly  It ran really hot water and not normal water The bed was extra comfy and we felt right at homeStayed in January "
"29",29,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Over-all our stay was very pleasant and satisfactory. Crowne Plaza is definitely recommended.¡±","It would be convenient if there is an electrical plug/switch (at least one) in the bathroom for hair dryer (Though we are not sure if we overlook the the switch)Good to consider to have a checking maintenance activity on the room cabinets Some of the cabinets door inside our room have where detached from the screw once open The Check in and Check out were both very organized and staffs were efficientConcierge staffs were polite and courteous (When leaving stuffs and during collection)Notice that all the staffs are polite, helpful and with a smile on their facesThe room is very clean We love all the amenitiesFitness centre facilities were very good (Note:Need to check the water dispenser, the hot water is broken)Credits to Azura resto, the satay and peanut sauce taste very delicious (specially the peanut saucetaste super good)Stayed in January "
"30",30,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Excellent service, great location, awesome facilities¡±","Could have bidet or pipe beside the toilet bowl for ease of cleaning Fluffy bed and pillowsStayed in January "
"31",31,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Good¡±","The room could have been cleaner Carpet not vacummed and crumbs found around the video console area The locationStayed in January "
"32",32,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Amazing¡±","Came here thrice Recent one, Some of the items in the room was spoilt :-( Views and ambienceStayed in January "
"33",33,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Great hotel and facilities¡±","Coffee and tea facillities were basic in the room Public areas and the bars and restaurantsStayed in January "
"34",34,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night",9.2,"¡°Excellent and very comfortable.¡±","Nil The room was big and wonderful The bed was extremely comfortable as was the overall stayThe breakfast was delicious and had a good spread Will consider another stay again in futureStayed in December "
"35",35,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> King Suite - Non-Smoking<U+2022> Stayed 1 night",7.5,"¡°great location, great breakfast, great pool.¡±","Sheets were not clean on my bed Staff were very slow to bring bedding for the children despite it being late at night and them needing to go to bed ASAP Took  calls to get this resolved They also reduced the late check out available to hotel members without notice on account of it being busy great location, great breakfast, great poolStayed in December "
"36",36,"USA","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Airport conveniece¡±","No complaints Had a nice stay Attached to terminal  of Changi Airport MRT station attached to terminal which gives you transport to all of Singapore at reasonable rates and dependable schedules Rooms are nice and reasonably quiet Short walk to all the airport fast foods and restuatants Didn't try the hotel outlets Pool looks nice bit didn't have time to tryStayed in December "
"37",37,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Bed was comfortable¡±","Breakfast Bed was comfortableStayed in December "
"38",38,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Easy access at airport¡±"," Easy access at airportStayed in December "
"39",39,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Excellent¡±","None Cleanliness and comfortableStayed in December "
"40",40,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights",9.2,"¡°Comfortable and exceptionally convenient, but restaurants over-priced.¡±","Restaurants were rather expensive The location, easy access from the airport and easy access to the MRT trains to visit the cityComfortable roomStayed in December "
"41",41,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°It was great and suited our needs.¡±"," The rooms are very nice and quiet, nicely finishedStayed in December "
"42",42,"Singapore","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°It was a good staycation.¡±"," The ambience was great Room is cosy Staff friendlyStayed in December "
"43",43,"Mauritius","<U+2022> Group<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°Pratical¡±","The only disadvantage for us was that the room was located in another building and we had to travel a whole corridor and then get access to the elevator But there is nothing that can be done here It's the structure of the building itself The location for me was an advantage because we had a flight the next morning The bed was very comfortable and the breakfast was very good It was peaceful and we had a very good night of sleepStayed in December "
"44",44,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Great stay conveniently located at the airport¡±","I liked everything A great place to break up your journey Breakfast was excellent, the hotel is close enough to the city for most things and it is right at the international arrivals / departures hall for easy access We arrived at hrs and the staff allowed us a very late check out which was greatly appreciatedStayed in December "
"45",45,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Great place to stop over between Changi flights¡±","Nothing Convenient five star airport hotelStayed in December "
"46",46,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Very good.¡±"," The reception and concierge staff were most helpfula<U+><U+>thank youStayed in December "
"47",47,"Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Hotel exceeded my expectations, extremely nice and modern...¡±","Breakfast rather on the pricey side Hotel exceeded my expectations, extremely nice and modern rooms, great pool area that we used before our room was ready to check in, very close to airport (walking distance)Stayed in December "
"48",48,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights",10,"¡°Very convenient and great hotel¡±"," Very convenient and great hotelStayed in December "
"49",49,"Vietnam","<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights",6.7,"¡°So so¡±","No comments No commentsStayed in December "
"50",50,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Room with Pool View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Rejuvenate¡±","Nil The pool view & the ambience is calming & relaxingStayed in December "
"51",51,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Close to airport¡±","Nothing  Close to airportStayed in December "
"52",52,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",10,"¡°Very much recommend!¡±"," The bathroom was beautiful, quite large, and included a free standing bath The free toiletries included a razor, shampoo and conditioner, emery boards, sewing kit, and more The bed was extremely comfortable The room was clean with nice, modern furnishingsStayed in December "
"53",53,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Hotel Complimentary Parking or Free Valet for Hotel Guests¡±"," Hotel Complimentary Parking or Free Valet for Hotel GuestsStayed in December "
"54",54,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Club Double Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Fantastic run-way view.¡±","AZU restaurant is super busy and crowed The staffs are all doing their best in accommodating and making sure our requests are met Thanks for working on Xmas eve and the festival sessions to serve us We truely appreciated it  Fantastic run-way view Comfortable bed and pillows Very accommodating staffs Our returned staycation with the hotel Booked  nights this time It's really good Special thanks to Jane  Soh, David and special compliment to Ms Zahirah for being so kind to us at the club lounge Stayed in December "
"55",55,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Room with Pool View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Cleanliness¡±","No complimentary carpark coupon provided CleanlinessStayed in December "
"56",56,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Club Double Room - Non-Smoking<U+2022> Stayed 2 nights",9.6,"¡°Despite its short-comings, this is the best Airport Hotel i've ever stayed and worthy of its 5-Stars¡±","The hose connecting to the shower head was broken and leaking water, thankfully I could switch to using the rain showerThe pool water is too cold for a comfortable dip into the poolThe food in Azure restaurant is average Nothing really nice there despite all the hype I got It lacks qualityThe corridor is open-air So you can smell the exhaust fumes from the planes parked at the terminal The take-off and landing of planes can be pretty loud at times The noise seeps through the gaps of the main-door Since it's an airport hotel, and Changi Airport is such a busy airport, this should be expected Very spacious room and bathroom Bed is very comfortable The air-conditioning works like a charm Lots of channels on TV Room came with pool access and it's a really convenient way of getting to the pool  The lounge is a really great place to chill and relax The staff in the lounge were really attentive and replenish your drink very quickly Very easy access to shopping at the airportStayed in December "
"57",57,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°No other hotels can offer you a runway view.¡±","Check in and out counter could be more efficient The bathtub and the bed was comfy It was not noisy at all despite staying right beside the runwayStayed in December "
"58",58,"United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Convenient and pleasant airport stay¡±"," Very easy to access from the airport Super convenient for an overnight stay before taking off, as was my case Extremely clean and attentive staff, keeping in line with crowne plaza standards It was a pleasant stay and would recommendStayed in December "
"59",59,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Wonderful. Highly recommended.¡±","Pool water was cold even in  degree heat; breakfast restaurant chaotiy busy but plenty of food options So close to arrivals hall in terminal  - perfect for a  night stopover with a very late arrival Super comfy bed and gorgeous bathroom Got train into city one day and had fabulous day Loved SingaporeStayed in December "
"60",60,"Australia","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",4.6,"¡°Stay here if you need to¡±","Staff booked in a wake up call for us but did not wake us up or call in the morning leaving us with  mins to board international flight Words cannot express how painfull this wasStayed in December "
"61",61,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Easy, comfortable¡±"," Easy, comfortableStayed in December "
"62",62,"Canada","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°Expensive rooms¡±","Took over  minutes to check in at am I had booked  previous nights via bookingcom and could not add a rd I would have been given a cheaper rate if I booked all  nights The hotel said I had to deal with bookingcom and bookingcom said I had to deal with the hotel It took bookingcom  days to answer my inquiry Next time I will book directly with the hotel Easy access from the airport terminal and to the metroStayed in December "
"63",63,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Linked to Changi Airport where food is readily available.¡±","The TV was just too small The ratio of the TV size to the distance of the bed was totally off Considering it was a staycation, enjoying TV shows was off the checklist Linked to Changi Airport where food is readily available Room was big and comfortableStayed in December "
"64",64,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Super convenient to and from airport.¡±"," Super convenient to and from airport Very friendly and helpful staff Nice by the poolStayed in December "
"65",65,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Very convenient location excellent custom service would thoroughly recommend¡±"," Good custom serviceStayed in December "
"66",66,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Transit¡±","Things were a bit pricey Good location, facilities and serviceStayed in December "
"67",67,"Canada","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",8.8,"¡°Another satisfactory stay.¡±","Better signage (directions to one's room) Right in the airport Perfect for breaking up a long trip into manageable segmentsStayed in November "
"68",68,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Good and bad ¡±","Too expensive for what itbis Beautiful roomStayed in December "
"69",69,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Excellent¡±","Nothing- all good Bed size, bathroom, breakfast rangeStayed in December "
"70",70,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Room with Pool View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Pleasant staycation for family¡±"," Hotel is conveniently located for family who plans a short stay within Singapore at a good rated hotel with good deals Recommended for travellers and locals e<U+F><U+><U+D>a<U+D>¡è<U+EF><U+B><U+F>Stayed in December "
"71",71,"USA","<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Simply amazing. Close to everything especially the airport.¡±","Nothing I was happy Crown plaza is a world class outstanding hotel I have no regretsStayed in December "
"72",72,"Malaysia","<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°The room is clean.¡±","No bath salt or bubble bath provided for a soak in the bath tub! The room is cleanStayed in December "
"73",73,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°The room is well designed¡±"," The room is well designedStayed in December "
"74",74,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°Clean and convenient but staff could be more customer focused¡±","Staff were not very helpfulStayed in December "
"75",75,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.2,"¡°Great place to stay if you are using hte airport¡±","couldn't really comment, only spent  night there before flying out If you are using the airport its fantastic Couldn't really fault the amenities and the room Just not a great place to stay if you are in Singapore as a tourist, bit far out of town Having said that its an hour to city by train, and the public transport system is very easy to useStayed in December "
"76",76,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights",9.6,"¡°Great Staycation away from the city¡±","NA have always chosen this place as its fun shopping and dining  at all the  Terminals at my own pace GST absorbed for shopping , that's the plus pointStayed in December "
"77",77,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Works well for a convenient place to stay between flights. I would use this hotel again.¡±","Reception queue felt slow Location and convenience Room service punctual with healthy menuStayed in December "
"78",78,"Taiwan","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Nice¡±"," Good for service and good for breakfastStayed in December "
"79",79,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Room with Runway View<U+2022> Stayed 2 nights",9.6,"¡°I absolutely love the view of the airport runway.¡±","I wish there was a bidet spray or something at the toilet I had requested for a Baby Crib but it was more like a play pen rather then baby crib There were no trash bag in the bin and it was a little inconvenient if you have a child who is wear a diaper I absolutely love the view of the airport runway The hotel staffs were helpful with all my questions Had a lovely High Tea set at the Lobby Lounge with my wife and we really enjoyed it It is also very convenient as it is located at Changi Airport Terminal , where the MRT station, Shops and restaurants are located at Great place for a staycation!Stayed in December "
"80",80,"Switzerland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Conveniently located and good rooms, but loud¡±","We have been waking up the whole night due to very noisy cleaning service The cleaning was on the whole night with loud talking and hoovering nice and comfy room, walking distance from/to the airport, very convenient when in transitStayed in December "
"81",81,"Canada","<U+2022> Leisure trip<U+2022> Group<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°rate is more from booking.¡±","rate is more from bookingcomStayed in December "
"82",82,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Excellent for an overnight stay before our noon flight¡±"," Long line at check-in at pm but I was given a free upgrade Much appreciated! Very clean room on topmost floor with  beds was spacious had a big bathroom Great breakfast with lots of choice!Stayed in December "
"83",83,"United Kingdom","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Very comfy bed, pillows and room.¡±","The price Very comfy bed, pillows and room The best we have had in a long timeAir con was quiet and we had everything we neededStayed in November "
